,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
147,2.966318726539612,0.08311599339961596,0.0036412954330444338,0.0024571724430459724,0.1,squared_error,131,75,4,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 75, 'min_samples_split': 4, 'splitter': 'random'}",-18.960368131926923,-19.710027251864307,-19.191788357555065,-19.35314040830839,-19.43260734684772,-18.83907764088618,-19.03007638362201,-19.071911726593985,-19.01880801226488,-19.160602012972188,-19.176840727284166,0.2448962295638433,244
105,3.070489501953125,0.07649462635391792,0.0028126716613769533,0.0003166385581926012,0.1,squared_error,112,75,2,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 75, 'min_samples_split': 2, 'splitter': 'random'}",-18.97166038459537,-19.480058693517826,-19.32488284832339,-19.373644916169994,-19.44621888685111,-18.864125152681666,-19.092142719996396,-19.101739187809635,-18.99964320468421,-19.145239634218647,-19.179935562884825,0.2025240466173646,245
243,15.266367387771606,1.191434272453956,0.0031419992446899414,0.0008215650955437383,0.15,squared_error,93,1,4,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 1, 'min_samples_split': 4, 'splitter': 'random'}",-18.94239928489282,-19.738813209577735,-19.227882381768353,-19.35294666558474,-19.33185908522281,-18.83526580783213,-19.11464128732416,-19.102350767323276,-18.987795034004254,-19.18171049743196,-19.181566402096227,0.2429104203015163,246
151,3.0470080375671387,0.12895727816322125,0.0026692867279052733,0.0001755792765239377,0.1,squared_error,131,75,8,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 75, 'min_samples_split': 8, 'splitter': 'random'}",-18.92267779637718,-19.682984165957578,-19.171378526267915,-19.328988555559654,-19.426924607645734,-18.896830378388824,-19.05484037832407,-19.043750665940017,-19.08122861334394,-19.207245897828994,-19.181684958563388,0.2296377692126325,247
325,12.908213019371033,0.4632409390460825,0.0026240825653076174,0.00013738152708630812,0.15,squared_error,131,1,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 1, 'min_samples_split': 6, 'splitter': 'random'}",-18.96254672895313,-19.56274486775485,-19.139620145736494,-19.354665998116506,-19.41426852317173,-18.916308915373495,-19.034085215457264,-19.185153229919408,-19.016814914234413,-19.243114925068387,-19.182932346378568,0.2005436588444604,248
371,4.486870265007019,0.3743648660123953,0.002681875228881836,0.0001686916904051051,0.15,squared_error,150,25,4,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 25, 'min_samples_split': 4, 'splitter': 'random'}",-18.92989629198222,-19.59599618423794,-19.372012137630115,-19.365429201643156,-19.44272572841057,-18.826036870827064,-19.096725577851842,-19.126496241535236,-18.95827651356473,-19.137570535498764,-19.18511652831816,0.23699559107615614,249
373,4.195290994644165,0.09785818062710053,0.002726459503173828,0.00025988303621866536,0.15,squared_error,150,25,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 25, 'min_samples_split': 6, 'splitter': 'random'}",-18.91482844678479,-19.6435458799577,-19.305098877183337,-19.371424647309038,-19.36140302811548,-18.825566796411074,-19.110509358856763,-19.13696198814329,-18.980496590446766,-19.202311926936172,-19.185214754014442,0.23296405948767207,250
255,4.055059266090393,0.07570982161095677,0.0026894807815551758,0.00013893762661504132,0.15,squared_error,93,25,8,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 25, 'min_samples_split': 8, 'splitter': 'random'}",-18.874841843557043,-19.655978710861934,-19.28303839391048,-19.360358731666206,-19.466765064099548,-18.84515389067487,-19.095023073077204,-19.159709620325394,-18.974131582744878,-19.152045470784813,-19.186704638170237,0.24648043575037712,251
213,3.162022042274475,0.49521032608000753,0.0031806468963623048,0.0010168865731209264,0.15,squared_error,75,25,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 25, 'min_samples_split': 6, 'splitter': 'random'}",-18.922522825955202,-19.632431080071854,-19.325880887687827,-19.330420567336855,-19.504759304633104,-18.87579149796517,-19.05263082441163,-19.09806459794826,-18.98327905192741,-19.142718652443797,-19.18684992903811,0.23988820490032764,252
191,3.0860626220703127,0.17817832124038063,0.002696394920349121,0.0001636828978073824,0.1,squared_error,150,75,8,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 75, 'min_samples_split': 8, 'splitter': 'random'}",-18.94738746277973,-19.624472216756303,-19.29289746966914,-19.380340291108755,-19.485674157403192,-18.837072160278076,-19.113377839486702,-19.024719724157453,-18.954051645645713,-19.211529149342613,-19.187152211662767,0.24406312497266588,253
145,3.1221362829208372,0.18237643234940704,0.0027433156967163084,0.0002045015554157057,0.1,squared_error,131,75,2,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 75, 'min_samples_split': 2, 'splitter': 'random'}",-18.97457121393725,-19.708277546904622,-19.280504994485767,-19.39149395995196,-19.47027081918182,-18.830664826850477,-19.082532849619096,-19.119498448800798,-18.923253095479154,-19.10247275239631,-19.188354050760722,0.25822338041881754,254
153,2.8071702480316163,0.11692732368683569,0.002689552307128906,0.00020603867652481452,0.1,squared_error,131,100,2,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 100, 'min_samples_split': 2, 'splitter': 'random'}",-18.926309876189958,-19.630516196570174,-19.269879680514105,-19.389661104765985,-19.489266987490986,-18.855320432172917,-19.143931910756372,-19.061420558386406,-18.940784904008847,-19.17689987498687,-19.18839915258426,0.24337472254670287,255
107,3.109539008140564,0.13637511050241083,0.002989506721496582,0.0005722465643785896,0.1,squared_error,112,75,4,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 75, 'min_samples_split': 4, 'splitter': 'random'}",-18.938455166481432,-19.677070665584978,-19.23710714069597,-19.34808227560831,-19.4834318957169,-18.79772681640116,-19.072018411020508,-19.14343501643369,-19.06176551841199,-19.125373319147403,-19.188446622550234,0.24584278847831278,256
29,2.4715973138809204,0.13678618961911695,0.002923440933227539,0.00027781823115532355,0.1,squared_error,75,75,6,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 75, 'min_samples_split': 6, 'splitter': 'random'}",-18.932915958900594,-19.593196437213358,-19.271418122116373,-19.334599828433905,-19.503442555839346,-18.871198631031103,-19.083248791192347,-19.123943586654395,-18.977479973035976,-19.212140554747947,-19.190358443916534,0.22748430547184265,257
201,22.523110961914064,0.7281459393743239,0.002902364730834961,0.0005276159005340216,0.15,squared_error,75,1,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-18.90687466750568,-19.569054986720438,-19.239983192406523,-19.419248031574032,-19.429973655575232,-18.881722112643036,-19.110117402645887,-19.12364907136324,-19.04859519397332,-19.176525539572893,-19.190574385398026,0.21505243168147853,258
375,4.31530876159668,0.18436661139955338,0.003625035285949707,0.002720405010752059,0.15,squared_error,150,25,8,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 25, 'min_samples_split': 8, 'splitter': 'random'}",-18.979037014455606,-19.62736954658594,-19.257529540249273,-19.375458655331723,-19.445401764926483,-18.830443929672573,-19.036843585466208,-19.138459218133843,-19.039290041824206,-19.17702203775062,-19.19068553343965,0.22765189245335438,259
295,4.089169430732727,0.1832437872602179,0.002744126319885254,0.00020134174588977598,0.15,squared_error,112,25,8,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 25, 'min_samples_split': 8, 'splitter': 'random'}",-18.993761892109095,-19.685715174402862,-19.2949013840897,-19.41428024112852,-19.46582591678129,-18.834952246831417,-18.992590089540396,-19.104764039838336,-19.0266709060186,-19.09822316667247,-19.191168505741267,0.25080057159760477,260
65,3.0710626363754274,0.1355769859904491,0.0027301788330078127,0.00017666281950729867,0.1,squared_error,93,75,2,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 75, 'min_samples_split': 2, 'splitter': 'random'}",-18.937303524366712,-19.68681200022333,-19.283472946771465,-19.42695490477111,-19.349302875654377,-18.861750504698882,-19.12950198132049,-19.15040859123963,-18.98090916206765,-19.109533988435402,-19.191595047954905,0.23750440712756682,261
291,4.163970327377319,0.18620278474881016,0.002742314338684082,0.00018657229401061796,0.15,squared_error,112,25,4,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 25, 'min_samples_split': 4, 'splitter': 'random'}",-18.968279907371095,-19.65066851760665,-19.301208325514335,-19.332828325734045,-19.380646925757993,-18.90293388847413,-19.02788514299181,-19.178223244596772,-18.993003836969617,-19.188981819470392,-19.192465993448685,0.2186465961561114,262
253,4.111177110671997,0.1707789914136779,0.0027687788009643556,0.00015653211802195782,0.15,squared_error,93,25,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 25, 'min_samples_split': 6, 'splitter': 'random'}",-18.892652457090527,-19.671510326048207,-19.19687019552002,-19.41877534944268,-19.42615260254957,-18.98358119324594,-19.06759861105837,-19.107751632602387,-19.078161812128382,-19.082683487128783,-19.192573766681484,0.22731809350412735,263
71,3.1047508239746096,0.17714592193138,0.0026505231857299806,0.0002819215458746559,0.1,squared_error,93,75,8,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 75, 'min_samples_split': 8, 'splitter': 'random'}",-18.986478681038804,-19.659696885255936,-19.258891055123435,-19.35562472978496,-19.393517320360424,-18.929347952343566,-19.07250481824981,-19.152866183960764,-18.955564861754524,-19.161824051986414,-19.192631653985863,0.21781664527972738,264
562,27.17928812503815,0.7081502236818613,0.0027154922485351563,0.00024325505873677835,0.2,squared_error,150,1,4,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 1, 'min_samples_split': 4, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
560,60.627213382720946,1.6490388517977843,0.002562808990478516,0.00018117700001955904,0.2,squared_error,150,1,2,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
526,15.406185102462768,0.43075907246524675,0.0025313854217529296,7.139704600495501e-05,0.2,squared_error,131,1,8,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 1, 'min_samples_split': 8, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
524,18.392262363433836,0.41542344083184835,0.0024564981460571287,0.0001349929300389745,0.2,squared_error,131,1,6,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 1, 'min_samples_split': 6, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
522,28.212304949760437,0.7567124960717114,0.0030593633651733398,0.0008183991544995129,0.2,squared_error,131,1,4,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 1, 'min_samples_split': 4, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
564,18.68953671455383,0.46640658679556407,0.002555656433105469,0.00048240174204783066,0.2,squared_error,150,1,6,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 1, 'min_samples_split': 6, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
480,60.26189289093018,1.2398885732989837,0.003083682060241699,0.0016325004199477446,0.2,squared_error,112,1,2,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
446,15.36143774986267,0.5668825546412385,0.002827620506286621,0.0007565053032215202,0.2,squared_error,93,1,8,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 1, 'min_samples_split': 8, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
444,18.43876440525055,0.5092886467218647,0.0025408029556274413,0.00022294965987819067,0.2,squared_error,93,1,6,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 1, 'min_samples_split': 6, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
442,27.056776356697082,1.0256114472637843,0.002537035942077637,0.00030287571455712325,0.2,squared_error,93,1,4,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 1, 'min_samples_split': 4, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
440,55.31384267807007,0.3700589357385393,0.002686619758605957,0.00016272476736112914,0.2,squared_error,93,1,2,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
400,40.18782255649567,2.4806194825841343,0.0024735689163208007,0.00016756672602300215,0.2,squared_error,75,1,2,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
402,21.170752501487733,1.164279240492365,0.002432990074157715,0.00022018352839551082,0.2,squared_error,75,1,4,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 1, 'min_samples_split': 4, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
406,13.475243258476258,0.5080212215878128,0.0024169445037841796,0.0002456078733353522,0.2,squared_error,75,1,8,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 1, 'min_samples_split': 8, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
486,15.38624665737152,0.3728109451528845,0.0024710178375244142,0.00010772308649287571,0.2,squared_error,112,1,8,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 1, 'min_samples_split': 8, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
404,15.649974489212036,0.6795285858852064,0.0027399778366088865,0.0008991589280143782,0.2,squared_error,75,1,6,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 1, 'min_samples_split': 6, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
520,61.307550597190854,0.48550244556957345,0.0024659156799316405,0.00021142842912330473,0.2,squared_error,131,1,2,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
484,18.725637078285217,0.6330093615707634,0.003500556945800781,0.0022797123704468326,0.2,squared_error,112,1,6,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 1, 'min_samples_split': 6, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
566,15.683522033691407,0.6231123737794381,0.002463984489440918,0.00033884653813558916,0.2,squared_error,150,1,8,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 1, 'min_samples_split': 8, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
482,27.595379185676574,0.7671870672871368,0.0028528213500976563,0.0002639517262058549,0.2,squared_error,112,1,4,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 1, 'min_samples_split': 4, 'splitter': 'best'}",-18.918987846361127,-19.62247311607382,-19.12268257126541,-19.430218152815012,-19.391587962523765,-18.886768886634183,-19.145112029426834,-19.120314906732062,-19.071849988907378,-19.217078316910474,-19.19270737776501,0.21835615379412462,265
69,3.1583676815032957,0.1541357361219497,0.002822256088256836,0.00046708956408770825,0.1,squared_error,93,75,6,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 75, 'min_samples_split': 6, 'splitter': 'random'}",-18.963905494356677,-19.734188799300412,-19.281113123230337,-19.321767681529284,-19.510095519100588,-18.84773427789679,-19.024964363407662,-19.074651078440837,-19.046468808187317,-19.134166201145764,-19.193905534659567,0.2562498161794097,285
67,3.149412441253662,0.18484968404062194,0.0029678583145141602,0.0005514661981136441,0.1,squared_error,93,75,4,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 75, 'min_samples_split': 4, 'splitter': 'random'}",-18.94061068195341,-19.62528939212306,-19.233933954445224,-19.318587080698162,-19.494484415870414,-18.877609538993504,-19.14034220472215,-19.085350749274376,-19.111083414038255,-19.118481473647225,-19.19457729057658,0.22022394277931598,286
31,2.642084813117981,0.2882298327214275,0.0027764558792114256,0.0001956898696857513,0.1,squared_error,75,75,8,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 75, 'min_samples_split': 8, 'splitter': 'random'}",-19.00984314975084,-19.69523438764148,-19.194862895766484,-19.31095211031328,-19.411443533265462,-18.842990510841176,-19.13481443047487,-19.11844373998878,-19.058082271318106,-19.170489432402896,-19.194715646176338,0.22305839672909547,287
39,2.3949615001678466,0.10614544266776092,0.002723836898803711,0.00017540227203582064,0.1,squared_error,75,100,8,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 100, 'min_samples_split': 8, 'splitter': 'random'}",-18.95823237674924,-19.64123555325427,-19.33421240846049,-19.352782672927052,-19.443027656065134,-18.89140812057909,-19.10619472333893,-19.061032184721384,-19.005472856014556,-19.1552605277415,-19.194885907985164,0.22726189228794533,288
249,4.087439775466919,0.25514190780707857,0.0027569055557250975,0.00011993094639540541,0.15,squared_error,93,25,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 25, 'min_samples_split': 2, 'splitter': 'random'}",-18.94583053510892,-19.6795903707127,-19.253702660120233,-19.354033341112032,-19.430895659959084,-18.85982563480818,-19.048235682676033,-19.171322065929647,-19.014439486841642,-19.197607263625553,-19.1955482700894,0.234167840045857,289
329,4.366095232963562,0.19984065294274386,0.002633500099182129,0.00034144653895612075,0.15,squared_error,131,25,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 25, 'min_samples_split': 2, 'splitter': 'random'}",-18.959106815221155,-19.66723560778673,-19.283910403856304,-19.303946738943935,-19.431624190095164,-18.797720662681876,-19.09618073640588,-19.155904347381576,-19.113169477523385,-19.14986471867709,-19.195866369857306,0.23070934829301545,290
333,4.214558506011963,0.37699992494536244,0.002614426612854004,9.686762610600041e-05,0.15,squared_error,131,25,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 25, 'min_samples_split': 6, 'splitter': 'random'}",-18.923234347174926,-19.738364196661422,-19.285335330858118,-19.373129406961922,-19.383729094174896,-18.887909534885488,-19.121817037904606,-19.070836459234435,-18.93817017229541,-19.244353196512154,-19.196687877666335,0.2506104831283393,291
209,3.2311994314193724,0.216675833097148,0.0041375398635864254,0.0028095509806631207,0.15,squared_error,75,25,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 25, 'min_samples_split': 2, 'splitter': 'random'}",-18.920466615510783,-19.616952088240517,-19.303390372859983,-19.343392304008024,-19.41228887306895,-18.844686007490235,-19.09127416883497,-19.126694984835122,-19.06524426455339,-19.24424555677744,-19.196863523617942,0.22175815930497195,292
293,4.232769465446472,0.1448789762642829,0.0026962995529174806,0.00021951970246043967,0.15,squared_error,112,25,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 25, 'min_samples_split': 6, 'splitter': 'random'}",-18.913699833046476,-19.670454490137697,-19.257550198707914,-19.47170020743588,-19.253572594582977,-18.87833138536649,-19.095886221675695,-19.186827057007786,-19.101304370063094,-19.140647129597934,-19.196997348762196,0.2260432698011683,293
77,2.866616368293762,0.1443825630996196,0.002722334861755371,0.0001894484306176035,0.1,squared_error,93,100,6,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 100, 'min_samples_split': 6, 'splitter': 'random'}",-18.943871363102666,-19.71977542667597,-19.233584953325746,-19.391113111952034,-19.42662572836919,-18.852313969279997,-19.016995113491244,-19.13941855233973,-19.06097515790817,-19.192432991315744,-19.197710636776048,0.24538928154418688,294
115,2.86721408367157,0.12034915539483305,0.002788543701171875,0.00010923172635772479,0.1,squared_error,112,100,4,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 100, 'min_samples_split': 4, 'splitter': 'random'}",-18.85843856111933,-19.651912137750593,-19.168301102159877,-19.41371946246013,-19.500256780657406,-18.846624774724305,-19.087753498578184,-19.14270684458908,-19.080100041374628,-19.238658953029667,-19.19884721564432,0.24785818890100345,295
75,2.775688338279724,0.09433904747039631,0.00267946720123291,0.00027733404680830567,0.1,squared_error,93,100,4,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 100, 'min_samples_split': 4, 'splitter': 'random'}",-18.90947482052057,-19.671853021418993,-19.254618319579855,-19.327997860370957,-19.47754298866023,-18.888199629839335,-19.075898860391604,-19.118170941322244,-19.08437034362314,-19.189762275381913,-19.199788906110886,0.23156813656954528,296
215,3.0890355110168457,0.2041128410095208,0.002937936782836914,0.000576658973300359,0.15,squared_error,75,25,8,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 25, 'min_samples_split': 8, 'splitter': 'random'}",-19.07967607880103,-19.657503903787212,-19.261462570655144,-19.31652978820665,-19.50591457187742,-18.81341285393379,-19.01596579053185,-19.126512822867,-19.0298449539491,-19.192989864675255,-19.199981319928447,0.235042270150875,297
25,2.494101548194885,0.15762076929403107,0.0028446674346923827,0.0002855806403112595,0.1,squared_error,75,75,2,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 75, 'min_samples_split': 2, 'splitter': 'random'}",-18.934238564051327,-19.668224626972634,-19.26521052446481,-19.428371991196084,-19.501081830187626,-18.893242508443645,-19.072089261968596,-19.141780446695435,-19.01207531788166,-19.11215792574815,-19.202847299760997,0.24366402409663573,298
289,4.358443880081177,0.23375975010237415,0.0026915788650512694,0.0002933156146313666,0.15,squared_error,112,25,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 25, 'min_samples_split': 2, 'splitter': 'random'}",-19.080311913883957,-19.590729648317936,-19.29011179707554,-19.36967729371231,-19.3811046247453,-18.865226615399553,-19.10548122598675,-19.12274758041679,-19.050025043980842,-19.174360071649552,-19.20297758151685,0.19665718612900185,299
263,3.498431158065796,0.19876952796412037,0.002671170234680176,0.00020771464063216893,0.15,squared_error,93,50,8,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 50, 'min_samples_split': 8, 'splitter': 'random'}",-18.960381724738912,-19.672059248781423,-19.24584585894235,-19.357272641004304,-19.483694142945996,-18.89463175277061,-19.119432852486312,-19.175403912268113,-19.009986393965804,-19.143866464800528,-19.20625749927044,0.22951821840950756,300
