,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
536,7.213770127296447,0.4582355325105415,0.002789211273193359,0.0005041308486181183,0.2,squared_error,131,50,2,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 50, 'min_samples_split': 2, 'splitter': 'best'}",-19.05092027636024,-19.623044681419827,-19.17873274554293,-19.463581175263545,-19.514534164972495,-18.894831457624694,-19.13583521771578,-19.17254195681081,-19.152311114159485,-19.226766966578587,-19.241309975644842,0.21306691474982578,380
542,6.698636865615844,0.20866654507920598,0.002462625503540039,0.00012595340106406943,0.2,squared_error,131,50,8,best,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 50, 'min_samples_split': 8, 'splitter': 'best'}",-19.05092027636024,-19.623044681419827,-19.17873274554293,-19.463581175263545,-19.514534164972495,-18.894831457624694,-19.13583521771578,-19.17254195681081,-19.152311114159485,-19.226766966578587,-19.241309975644842,0.21306691474982578,380
157,2.8203626394271852,0.10722318724575221,0.002741074562072754,0.00025698420654977726,0.1,squared_error,131,100,6,random,"{'ccp_alpha': 0.1, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 100, 'min_samples_split': 6, 'splitter': 'random'}",-19.06042969700265,-19.68766604901032,-19.33995214909883,-19.474903119937533,-19.510375289569186,-18.945991019678633,-19.164950672240654,-19.10757635740515,-18.939816159806792,-19.189299872415962,-19.242096038616573,0.23940962815366054,400
401,22.624927496910097,1.1082384649129688,0.002911543846130371,0.0004778128708584151,0.2,squared_error,75,1,2,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-19.009744729879678,-19.667707344979124,-19.31510015354711,-19.41787869875721,-19.52569032434739,-18.8825663557981,-19.139302028430546,-19.111946081905867,-19.055425831391776,-19.297510445336865,-19.242287199437364,0.23376705242182,401
277,2.92024941444397,0.3295288178270016,0.0030277252197265627,0.0013054565344356708,0.15,squared_error,93,100,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 100, 'min_samples_split': 6, 'splitter': 'random'}",-18.995749471687223,-19.60906871977006,-19.3836688514441,-19.456026368165915,-19.47982848318755,-18.984822590140084,-19.14396976417292,-19.119020891781556,-19.05070266361129,-19.204494678154287,-19.2427352482115,0.21135004788185865,402
481,52.23752386569977,5.821553675158689,0.002617502212524414,0.00017562862171699597,0.2,squared_error,112,1,2,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-18.970495190190032,-19.639140411307277,-19.229383848157358,-19.41989462103723,-19.454871486955206,-18.9662416361698,-19.09502308756187,-19.327624927328916,-19.14313638018893,-19.186947457994794,-19.243275904689142,0.20647526148450268,403
229,2.607025122642517,0.15300242213440307,0.0028079748153686523,0.00022205240152563556,0.15,squared_error,75,75,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 75, 'min_samples_split': 6, 'splitter': 'random'}",-19.053307383915026,-19.747752636105442,-19.28997567799238,-19.33767562368188,-19.48552579079499,-18.86745769096476,-19.130730840877966,-19.24170701180568,-19.053234121108385,-19.232273628569303,-19.24396404058158,0.23462786948118358,404
381,3.8916775465011595,0.2665081585175605,0.0028308868408203126,0.0002942248367722362,0.15,squared_error,150,50,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 50, 'min_samples_split': 6, 'splitter': 'random'}",-18.98477593307812,-19.643564354855414,-19.36035401858563,-19.402169015070253,-19.504818582687072,-18.99560120271085,-19.098313241444725,-19.164308710696236,-19.098449846650567,-19.21176334750462,-19.246411825328348,0.2109203627392807,405
343,3.462837028503418,0.2777242364614504,0.002642178535461426,0.0002727860825220031,0.15,squared_error,131,50,8,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 50, 'min_samples_split': 8, 'splitter': 'random'}",-19.090030709551414,-19.726278924118642,-19.25716794176904,-19.449995234731162,-19.464560599410145,-18.925766958460397,-19.158147534084183,-19.15657087562814,-19.124389648889682,-19.134409696509625,-19.248731812315246,0.22134440339403214,406
393,2.7274204015731813,0.06254333305588125,0.002564692497253418,0.0001412477243581569,0.15,squared_error,150,100,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 100, 'min_samples_split': 2, 'splitter': 'random'}",-18.957962357533074,-19.699478493694535,-19.418605934425173,-19.46982173002836,-19.489960120716137,-18.887776718032924,-19.182488215844533,-19.05350658814397,-19.113179735731613,-19.217645756777593,-19.24904256509279,0.24814873310503252,407
565,12.914095044136047,0.5013242100536438,0.002495431900024414,0.00024211455894018313,0.2,squared_error,150,1,6,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 1, 'min_samples_split': 6, 'splitter': 'random'}",-19.166110121531442,-19.64958378077801,-19.351346660644,-19.440065412554713,-19.40969603778931,-18.947620584440237,-19.117170629201,-19.086531464817106,-19.17657286370275,-19.16199752429935,-19.25066950797579,0.19685882075490832,408
349,3.101649308204651,0.2120578031089098,0.002581000328063965,7.628487369129924e-05,0.15,squared_error,131,75,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 75, 'min_samples_split': 6, 'splitter': 'random'}",-19.04810093232593,-19.709063555231545,-19.311298589324753,-19.4169702464916,-19.416201966453432,-19.001333072151713,-19.09592823381848,-19.230281229682312,-19.110661198372156,-19.178422322139134,-19.251826134599106,0.20523882507047242,409
389,2.99038507938385,0.022470476308519807,0.0029349565505981446,0.0009175547082745552,0.15,squared_error,150,75,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 75, 'min_samples_split': 6, 'splitter': 'random'}",-18.99061026217516,-19.67409353379223,-19.33556477143582,-19.45995944133361,-19.52849751817895,-18.9253166991954,-19.129306508578008,-19.176018272557496,-19.03194182051793,-19.273579816302373,-19.252488864406697,0.2344368614030137,410
347,3.1593217134475706,0.1727259419035517,0.00327603816986084,0.0017933918105683207,0.15,squared_error,131,75,4,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 75, 'min_samples_split': 4, 'splitter': 'random'}",-19.01283991677842,-19.69601119995439,-19.280235923017713,-19.436515341748294,-19.52720953055723,-18.924832279656894,-19.107438270508815,-19.319296167443884,-19.042815736784036,-19.18142036950152,-19.25286147359512,0.23369310202951063,411
345,2.993198347091675,0.05152069133442859,0.002604365348815918,0.00010917885464936558,0.15,squared_error,131,75,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 75, 'min_samples_split': 2, 'splitter': 'random'}",-18.993879997155123,-19.7077256601902,-19.34684067396349,-19.492269124031488,-19.439818014916508,-18.934266399493893,-19.134839640047765,-19.19148845049969,-19.07029513315856,-19.222472603041005,-19.253389569649777,0.22989638548199962,412
265,3.099893665313721,0.147474058811241,0.0026548624038696287,0.0002180601414837062,0.15,squared_error,93,75,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 75, 'min_samples_split': 2, 'splitter': 'random'}",-18.94843792417398,-19.690228456543036,-19.314306403245542,-19.44289001317471,-19.54974207014397,-18.913995279129633,-19.14619284693716,-19.269612704767145,-19.08035579961097,-19.196638277349336,-19.25523997750755,0.23902714678701764,413
385,3.0594613552093506,0.07252594884080042,0.0026216983795166017,0.00016495143392113772,0.15,squared_error,150,75,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 75, 'min_samples_split': 2, 'splitter': 'random'}",-18.983363251159158,-19.674965048651405,-19.348286038790192,-19.351476622361513,-19.557114002727552,-18.975727120798958,-19.09405089473713,-19.197668706129924,-19.133321524430595,-19.236488668043663,-19.25524618778301,0.21949319062138042,414
225,2.5910305738449098,0.12343510557626183,0.002834320068359375,0.00022662482957504972,0.15,squared_error,75,75,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 75, 'min_samples_split': 2, 'splitter': 'random'}",-19.109078385061242,-19.60194256677701,-19.365445882152585,-19.427926615563347,-19.487242708855216,-19.03931938107534,-19.1124617898525,-19.188895867599424,-19.063262470087665,-19.15924186431428,-19.25548175313386,0.18837103082414192,415
379,3.8190896272659303,0.2295307291334828,0.0046241521835327145,0.004903216147258419,0.15,squared_error,150,50,4,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 50, 'min_samples_split': 4, 'splitter': 'random'}",-19.021436502403372,-19.75774588600756,-19.393529526942668,-19.363175152929024,-19.481829292457792,-18.94231223680697,-19.12621335151234,-19.250676196252588,-19.018333857672488,-19.20325869241772,-19.25585106954025,0.23721472778249938,416
447,8.222467494010925,0.5350379258017044,0.0025387048721313477,9.519600063277758e-05,0.2,squared_error,93,1,8,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 1, 'min_samples_split': 8, 'splitter': 'random'}",-19.03999715858465,-19.712633688764004,-19.331864279500845,-19.44064480968509,-19.438684819052856,-19.015128384336144,-19.053359322798975,-19.20307720599601,-19.14473605706529,-19.17896295036301,-19.25590886761469,0.2117998775616158,417
305,3.1015330076217653,0.20641552323219955,0.002624988555908203,0.00021637699129971772,0.15,squared_error,112,75,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 75, 'min_samples_split': 2, 'splitter': 'random'}",-19.133723667776565,-19.675526869737116,-19.253363768554575,-19.427264148570824,-19.4709216917594,-19.00411762346682,-19.130849171569018,-19.156415702298773,-19.077090876523073,-19.24549595339159,-19.257476947364772,0.19687698628355388,418
269,3.1812389135360717,0.18563708441247542,0.002603888511657715,8.878992459748867e-05,0.15,squared_error,93,75,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 75, 'min_samples_split': 6, 'splitter': 'random'}",-19.01758077761352,-19.68581246864602,-19.26855543821398,-19.424097290863973,-19.5263485762402,-18.962601110827602,-19.193437313676252,-19.190735383657138,-19.07291033783401,-19.253389052584584,-19.25954677501573,0.21696646931011626,419
525,12.767988657951355,0.7079562710218769,0.002646803855895996,0.000491754629847205,0.2,squared_error,131,1,6,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 1, 'min_samples_split': 6, 'splitter': 'random'}",-19.147289574424853,-19.70835397050353,-19.292663524819012,-19.40538598503663,-19.48542331114318,-18.93533801971148,-19.15747007689683,-19.138712925086235,-19.097923517575687,-19.2278805876845,-19.259644149288192,0.21087249707532357,420
391,3.019497299194336,0.12122460100979665,0.002555060386657715,0.00017056649277460796,0.15,squared_error,150,75,8,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 75, 'min_samples_split': 8, 'splitter': 'random'}",-19.098737903196604,-19.76833896172816,-19.280550355492295,-19.382344010890932,-19.486784785877582,-18.97307056512741,-19.13243427424074,-19.173976514388507,-19.10948408261547,-19.197869018100413,-19.260359047165814,0.2199434571212229,421
227,2.594579339027405,0.17491503645392578,0.0037039041519165037,0.002671532866691637,0.15,squared_error,75,75,4,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 75, 'min_samples_split': 4, 'splitter': 'random'}",-19.04838874828061,-19.673202287199537,-19.291650798516,-19.402468275341022,-19.48113612902989,-18.901281115827473,-19.074699830110387,-19.210073202683525,-19.164842386748354,-19.362945637112396,-19.26106884108492,0.21699425092610336,422
483,21.267937421798706,0.8963112723880057,0.0026175737380981444,0.000206795772364925,0.2,squared_error,112,1,4,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 1, 'min_samples_split': 4, 'splitter': 'random'}",-19.144899300260747,-19.58235895910538,-19.37258373807486,-19.45584672268557,-19.5009120794509,-18.97305006040073,-19.095273141513605,-19.146365905032418,-19.109336569842085,-19.242273049919046,-19.26228995262853,0.1927647075801348,423
357,2.7228267431259154,0.05733341778270777,0.0025613784790039064,0.00013638454686863892,0.15,squared_error,131,100,6,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 100, 'min_samples_split': 6, 'splitter': 'random'}",-18.98648460221388,-19.6866603669383,-19.275110485500353,-19.465988933212856,-19.533451590043075,-18.97600582579585,-19.1563615134441,-19.268586269456026,-19.08527228820119,-19.188990478753773,-19.26229123535594,0.22389110292762981,424
455,3.9765029191970824,0.2708448926584461,0.0027799606323242188,0.0003574112394992949,0.2,squared_error,93,25,8,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 25, 'min_samples_split': 8, 'splitter': 'random'}",-18.99663701795886,-19.66827597673089,-19.31668268028048,-19.40549298941597,-19.534818032465726,-19.029059002135526,-19.1061414935216,-19.198866547331736,-19.138321940227456,-19.231295435860385,-19.26255911159286,0.20790933502924397,425
267,3.0953187704086305,0.11525341900865078,0.0027709007263183594,0.00024401975597605435,0.15,squared_error,93,75,4,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 75, 'min_samples_split': 4, 'splitter': 'random'}",-19.043481463329137,-19.73407507929461,-19.349164084840222,-19.42630242354275,-19.488378109533976,-18.977388512035038,-19.11525691522596,-19.193745908380354,-19.158484929972584,-19.14478879459282,-19.263106622074744,0.22092591228941305,426
313,2.791209506988525,0.10975382599555546,0.00271303653717041,0.00021601544426684243,0.15,squared_error,112,100,2,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 100, 'min_samples_split': 2, 'splitter': 'random'}",-19.023653041326607,-19.742009621734173,-19.347462036922572,-19.385877693940408,-19.569475326701482,-18.976577530286242,-19.147689578694052,-19.159657856670822,-19.08996919840534,-19.201884878796662,-19.264425676347837,0.23293033022394807,427
351,3.0967736721038817,0.12040507881070034,0.0025530338287353517,0.00018599142616566207,0.15,squared_error,131,75,8,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 75, 'min_samples_split': 8, 'splitter': 'random'}",-19.02670344293365,-19.714701317141095,-19.38404710734771,-19.47022221275658,-19.464106807339395,-18.963025759721305,-19.095107667854045,-19.21650817319196,-19.108820156824077,-19.207175960389357,-19.265041860549914,0.22474151015843144,428
311,2.9774869203567507,0.0991955388687145,0.0026865482330322267,0.00022271036167267473,0.15,squared_error,112,75,8,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 75, 'min_samples_split': 8, 'splitter': 'random'}",-18.997108217398015,-19.77637666676987,-19.270644857708334,-19.398841876290334,-19.617213731711566,-18.95213337586387,-19.124745760808267,-19.174440823119777,-19.076449727214136,-19.263627789199276,-19.265158282608347,0.2523059067875862,429
567,9.816468715667725,0.35727151983361183,0.0025777339935302733,0.00019454277601753885,0.2,squared_error,150,1,8,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 1, 'min_samples_split': 8, 'splitter': 'random'}",-19.177793689400705,-19.703794678981495,-19.33162585269291,-19.456903325240717,-19.484903509407413,-18.911814240305148,-19.094587903456066,-19.208133059363938,-19.02276198013739,-19.259346995560346,-19.26516652345461,0.22483202723557655,430
561,54.91076834201813,5.3395635560658965,0.0026015996932983398,0.00027139203615241236,0.2,squared_error,150,1,2,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-19.009157242778354,-19.665486327470433,-19.346000286322642,-19.46901156666574,-19.542556447549998,-18.857035799385574,-19.17944973035357,-19.217057519344582,-19.087499612147127,-19.280761461530876,-19.26540159935489,0.2364042046614004,431
535,4.357955765724182,0.3258883098802084,0.0034951210021972657,0.0028481530743988707,0.2,squared_error,131,25,8,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 25, 'min_samples_split': 8, 'splitter': 'random'}",-19.097801601835243,-19.731391292195138,-19.343731399834986,-19.437302259017812,-19.51757756434153,-18.946835987755122,-19.08571289525003,-19.21808635364474,-19.06507336093111,-19.224852275418527,-19.266836499022425,0.2285344914710291,432
487,9.499466347694398,0.29206401208276206,0.0026986360549926757,0.0003073029488453723,0.2,squared_error,112,1,8,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 1, 'min_samples_split': 8, 'splitter': 'random'}",-19.121191143692066,-19.7568054683429,-19.26375429881834,-19.46786060680662,-19.48810132416978,-18.908943765310593,-19.161015212695315,-19.13998462978158,-19.122371938327106,-19.246710334472183,-19.267673872241648,0.2296312882020123,433
527,9.80537805557251,0.24497320980970563,0.0026365280151367187,0.0001293513057423915,0.2,squared_error,131,1,8,random,"{'ccp_alpha': 0.2, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 1, 'min_samples_split': 8, 'splitter': 'random'}",-19.030645788059715,-19.628591645349687,-19.316485016760627,-19.558470498958982,-19.455292669805164,-19.007469431970296,-19.1427311531352,-19.17987613621107,-19.06714285881305,-19.299236634456122,-19.26859418335199,0.20995615556622332,434
387,3.046806573867798,0.09687113819947535,0.002674102783203125,0.00016400120690428054,0.15,squared_error,150,75,4,random,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 75, 'min_samples_split': 4, 'splitter': 'random'}",-18.987496530351144,-19.73244614661328,-19.369969435194665,-19.437361362614286,-19.54506378783371,-19.035939133918596,-19.168027556929406,-19.17817249013897,-19.06191811395943,-19.186742631487114,-19.270313718904056,0.23047179571175658,435
232,5.848513245582581,0.2712865900359076,0.0027679681777954103,0.0002681648206362706,0.15,squared_error,75,100,2,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 100, 'min_samples_split': 2, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
234,5.998323535919189,0.29532220865233755,0.0028587102890014647,0.0006369888663982407,0.15,squared_error,75,100,4,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 100, 'min_samples_split': 4, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
318,5.836919522285461,0.3009553270486346,0.0025595426559448242,0.00010099706215456915,0.15,squared_error,112,100,8,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 100, 'min_samples_split': 8, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
392,5.853326773643493,0.17037574905032296,0.0031098365783691407,0.0016346025918925308,0.15,squared_error,150,100,2,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 100, 'min_samples_split': 2, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
236,5.908364367485047,0.3385256294126429,0.0028942584991455077,0.00044524973430388754,0.15,squared_error,75,100,6,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 75, 'min_samples_leaf': 100, 'min_samples_split': 6, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
358,5.881251740455627,0.17566726393206022,0.00267636775970459,0.0004139856605689027,0.15,squared_error,131,100,8,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 100, 'min_samples_split': 8, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
356,5.914814734458924,0.27126582207647654,0.002420854568481445,0.0001559980178324481,0.15,squared_error,131,100,6,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 100, 'min_samples_split': 6, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
272,5.896418833732605,0.3011015438000951,0.0026173114776611326,0.00027878391195034337,0.15,squared_error,93,100,2,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 100, 'min_samples_split': 2, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
398,5.850231146812439,0.26362689699733305,0.0027249813079833984,0.0002870455768516307,0.15,squared_error,150,100,8,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 100, 'min_samples_split': 8, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
354,5.840387606620789,0.28754787367804324,0.002626633644104004,0.0002568856898840049,0.15,squared_error,131,100,4,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 100, 'min_samples_split': 4, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
274,5.9445414543151855,0.3222701314563284,0.003897356986999512,0.0038435348646556357,0.15,squared_error,93,100,4,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 100, 'min_samples_split': 4, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
352,5.828894400596619,0.3166027374216324,0.002562141418457031,0.0001277247826700893,0.15,squared_error,131,100,2,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 131, 'min_samples_leaf': 100, 'min_samples_split': 2, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
276,6.034566760063171,0.3662022036897428,0.0026657819747924806,0.00021541475389119617,0.15,squared_error,93,100,6,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 93, 'min_samples_leaf': 100, 'min_samples_split': 6, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
394,5.793712425231933,0.15990265370660278,0.0026856422424316405,0.0002496065399458706,0.15,squared_error,150,100,4,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 100, 'min_samples_split': 4, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
312,5.878207898139953,0.32157999646273866,0.0026237964630126953,0.0003941549621399567,0.15,squared_error,112,100,2,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 100, 'min_samples_split': 2, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
314,5.824375963211059,0.32819832017971173,0.0024149417877197266,0.00017023547350633193,0.15,squared_error,112,100,4,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 100, 'min_samples_split': 4, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
396,5.840144610404968,0.19443808398816326,0.002576303482055664,0.00013346704426433513,0.15,squared_error,150,100,6,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 150, 'min_samples_leaf': 100, 'min_samples_split': 6, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
316,5.760133361816406,0.2755716231630067,0.0025687217712402344,0.00024411778324532225,0.15,squared_error,112,100,6,best,"{'ccp_alpha': 0.15, 'criterion': 'squared_error', 'max_depth': 112, 'min_samples_leaf': 100, 'min_samples_split': 6, 'splitter': 'best'}",-19.048681680122925,-19.68226472489576,-19.23752819962906,-19.464520510296254,-19.527574582208896,-18.923718590710386,-19.20692840568032,-19.265065080191818,-19.118857938858977,-19.240066176781845,-19.271520588937626,0.21721218718716045,436
